"PVWatts Hourly PV Performance Data"
"Requested Location","London"
"Location","Lat, Lng: 51.49, -0.14"
"Latitude (DD)","51.49"
"Longitude (DD)","-0.14"
"Elevation (m)","11"
"DC System Size (kW)","4"
"Module Type","Standard"
"Array Type","Fixed (open rack)"
"Array Tilt (deg)","20"
"Array Azimuth (deg)","180"
"System Losses (%)","14.08"
"DC to AC Size Ratio","1.2"
"Inverter Efficiency (%)","96"
"Ground Coverage Ratio","NA"
"Albedo","From weather file"
"Bifacial","No (0)"
"Monthly Irradiance Loss (%)",""
"","Jan","0"
"","Feb","0"
"","Mar","0"
"","Apr","0"
"","May","0"
"","June","0"
"","July","0"
"","Aug","0"
"","Sept","0"
"","Oct","0"
"","Nov","0"
"","Dec","0"

"Month","Day","Hour","Beam Irradiance (W/m2)","Diffuse Irradiance (W/m2)","Ambient Temperature (C)","Wind Speed (m/s)","Albedo","Plane of Array Irradiance (W/m2)","Cell Temperature (C)","DC Array Output (W)","AC System Output (W)"
"1","2","10","0","20","6.1","1.8","0.2","18.556","6.571","60.655","42.652"
"1","2","11","0","8","6.7","1.6","0.2","7.417","6.897","23.341","6.659"
"1","2","12","0","72","7","1.5","0.2","69.206","8.876","237.72","213.442"
"1","2","13","1","81","7","1.2","0.2","81.997","9.382","281.988","256.142"
"1","2","14","0","6","6.3","0.7","0.2","5.559","6.483","16.912","0.458"
"1","2","15","0","7","5.1","0.8","0.2","6.487","5.275","12.519","0"
"1","2","16","0","0","4.8","0.7","0.2","0","4.8","0","0"
"1","2","17","0","0","5.1","0.4","0.2","0","5.1","0","0"
"1","2","18","0","0","5.2","0.3","0.2","0","5.2","0","0"
"1","2","19","0","0","5.1","0.3","0.2","0","5.1","0","0"
"1","2","20","0","0","4.8","0.5","0.2","0","4.8","0","0"
"1","2","21","0","0","4.1","0.6","0.2","0","4.1","0","0"
"1","2","22","0","0","3.3","0.9","0.2","0","3.3","0","0"
"1","2","23","0","0","2.4","1","0.2","0","2.4","0","0"
"1","3","0","0","0","1.8","1.1","0.2","0","1.8","0","0"
"1","3","1","0","0","1.8","1.2","0.2","0","1.8","0","0"
"1","3","2","0","0","2","1.3","0.2","0","2","0","0"
"1","3","3","0","0","1.9","1.4","0.2","0","1.9","0","0"
"1","3","4","0","0","1.8","1.5","0.2","0","1.8","0","0"
"1","3","5","0","0","2","1.8","0.2","0","2","0","0"
"1","3","6","0","0","2.3","2.1","0.2","0","2.3","0","0"
"1","3","7","0","0","2.7","2.1","0.2","0","2.7","0","0"
"1","3","8","0","0","3.5","2.2","0.2","0","0","0","0"
"1","3","9","0","5","4.5","2.5","0.2","4.631","4.602","14.007","0"
"1","3","10","0","5","5.5","2.9","0.2","4.633","5.595","14.291","0"
"1","3","11","0","4","6.2","3","0.2","3.707","6.275","11.329","0"
"1","3","12","0","4","6.7","2.9","0.2","3.707","6.776","11.303","0"
"1","3","13","1","43","7","2.7","0.2","40.503","7.864","136.352","115.666"
"1","3","14","0","3","7.3","2.4","0.2","2.778","7.362","8.149","0"
"1","3","15","0","10","7.2","1.8","0.2","9.275","7.397","18.011","1.519"
"1","3","16","0","0","7","1.3","0.2","0","7","0","0"
"1","3","17","0","0","6.8","1.1","0.2","0","6.8","0","0"
"1","3","18","0","0","6.7","1.5","0.2","0","6.7","0","0"
"1","3","19","0","0","6.7","2.2","0.2","0","6.7","0","0"
"1","3","20","0","0","6.4","2.9","0.2","0","6.4","0","0"
"1","3","21","0","0","6","3.2","0.2","0","6","0","0"
"1","3","22","0","0","5.7","3.2","0.2","0","5.7","0","0"
"1","3","23","0","0","5.4","3.2","0.2","0","5.4","0","0"
"1","4","0","0","0","5.3","3.3","0.2","0","5.3","0","0"
"1","4","1","0","0","5.3","3.4","0.2","0","5.3","0","0"
"1","4","2","0","0","5.3","3.3","0.2","0","5.3","0","0"
"1","4","3","0","0","5.1","3.4","0.2","0","5.1","0","0"
"1","4","4","0","0","5","3.6","0.2","0","5","0","0"
"1","4","5","0","0","5","3.9","0.2","0","5","0","0"
"1","4","6","0","0","5","4","0.2","0","5","0","0"
"1","4","7","0","0","5.3","4","0.2","0","5.3","0","0"
"1","4","8","0","0","5.7","4","0.2","0","0","0","0"
"1","4","9","0","7","6","3.9","0.2","6.485","6.113","19.786","3.231"
"1","4","10","0","13","6.2","3.8","0.2","12.055","6.415","38.702","21.477"
"1","4","11","0","8","6.2","3.7","0.2","7.417","6.334","23.409","6.725"
"1","4","12","125","157","6","3.8","0.2","267.598","10.79","961.827","911.891"
"1","4","13","0","16","5.6","3.8","0.2","14.841","5.865","48.283","30.718"
"1","4","14","0","11","4.8","3.4","0.2","10.197","4.993","32.186","15.191"
"1","4","15","316","31","3.2","2.7","0.2","134.668","5.517","275.139","249.536"
"1","4","16","0","0","1.7","2.3","0.2","0","1.7","0","0"
"1","4","17","0","0","1.2","2.4","0.2","0","1.2","0","0"
"1","4","18","0","0","1","2.4","0.2","0","1","0","0"
"1","4","19","0","0","0.7","2.3","0.2","0","0.7","0","0"
"1","4","20","0","0","0.5","2.1","0.2","0","0.5","0","0"
"1","4","21","0","0","0.8","2.1","0.2","0","0.8","0","0"
"1","4","22","0","0","0.8","2","0.2","0","0.8","0","0"
"1","4","23","0","0","0.8","2","0.2","0","0.8","0","0"
"1","5","0","0","0","0.9","2.1","0.2","0","0.9","0","0"
"1","5","1","0","0","1.2","2.2","0.2","0","1.2","0","0"
"1","5","2","0","0","1.4","2.3","0.2","0","1.4","0","0"
"1","5","3","0","0","1.4","2.4","0.2","0","1.4","0","0"
"1","5","4","0","0","1","2.3","0.2","0","1","0","0"
"1","5","5","0","0","0.8","2.3","0.2","0","0.8","0","0"
"1","5","6","0","0","0.7","2.5","0.2","0","0.7","0","0"
"1","5","7","0","0","0.5","2.6","0.2","0","0.5","0","0"
"1","5","8","0","0","0.8","3","0.2","0","0","0","0"
"1","5","9","461","37","1.7","3.4","0.2","230.817","6.042","805.414","761.02"
"1","5","10","610","54","2.5","3.5","0.2","398.927","9.994","1464.475","1396.729"
"1","5","11","0","13","3","3.6","0.2","12.057","3.222","39.461","22.208"
"1","5","12","0","47","3.1","3.5","0.2","43.694","3.917","150.463","129.277"
"1","5","13","622","66","3","3.2","0.2","429.069","11.456","1570.139","1498.649"
"1","5","14","0","20","2.3","2.5","0.2","18.558","2.709","60.802","42.793"
"1","5","15","0","7","0.8","1.8","0.2","6.487","0.938","12.789","0"
"1","5","16","0","0","-0.4","1.8","0.2","0","-0.4","0","0"
"1","5","17","0","0","-0.7","1.9","0.2","0","-0.7","0","0"
"1","5","18","0","0","-0.7","1.9","0.2","0","-0.7","0","0"
"1","5","19","0","0","-0.6","1.7","0.2","0","-0.6","0","0"
"1","5","20","0","0","-0.6","1.5","0.2","0","-0.6","0","0"
"1","5","21","0","0","-0.6","1.4","0.2","0","-0.6","0","0"
"1","5","22","0","0","-0.7","1.4","0.2","0","-0.7","0","0"
"1","5","23","0","0","-0.9","1.3","0.2","0","-0.9","0","0"
"1","6","0","0","0","-1","1.2","0.2","0","-1","0","0"
"1","6","1","0","0","-0.9","1.2","0.2","0","-0.9","0","0"
"1","6","2","0","0","-0.7","1.3","0.2","0","-0.7","0","0"
"1","6","3","0","0","-0.6","1.3","0.2","0","-0.6","0","0"
"1","6","4","0","0","-0.6","1.4","0.2","0","-0.6","0","0"
"1","6","5","0","0","-0.6","1.4","0.2","0","-0.6","0","0"
"1","6","6","0","0","-0.6","1.4","0.2","0","-0.6","0","0"
"1","6","7","0","0","-0.3","1.4","0.2","0","-0.3","0","0"
"1","6","8","0","0","0.5","1.6","0.2","0","0","0","0"
"1","6","9","0","6","2","1.9","0.2","5.558","2.137","17.186","0.722"
"1","6","10","0","8","3.1","2.2","0.2","7.415","3.273","23.649","6.957"
"1","6","11","472","93","3.7","2.3","0.2","399.122","12.917","1451.645","1384.353"
"1","6","12","499","95","4.1","2.4","0.2","420.13","13.622","1526.074","1456.145"
"1","6","13","226","137","3.8","2","0.2","292.749","10.952","1055.366","1002.116"
"1","6","14","0","17","2.6","1.3","0.2","15.769","3.046","51.282","33.611"
"1","6","15","0","6","0.5","1.3","0.2","5.559","0.632","10.899","0"
"1","6","16","0","0","-0.6","1.5","0.2","0","-0.6","0","0"
"1","6","17","0","0","-0.7","1.6","0.2","0","-0.7","0","0"
"1","6","18","0","0","-0.8","1.6","0.2","0","-0.8","0","0"
"1","6","19","0","0","-1","1.6","0.2","0","-1","0","0"
"1","6","20","0","0","-1.1","1.5","0.2","0","-1.1","0","0"
"1","6","21","0","0","-1.1","1.4","0.2","0","-1.1","0","0"
"1","6","22","0","0","-1.2","1.3","0.2","0","-1.2","0","0"
"1","6","23","0","0","-1.1","1.3","0.2","0","-1.1","0","0"
"1","7","0","0","0","-0.8","1.2","0.2","0","-0.8","0","0"
"1","7","1","0","0","-0.4","1.2","0.2","0","-0.4","0","0"
"1","7","2","0","0","-0.1","1.2","0.2","0","-0.1","0","0"
"1","7","3","0","0","0.2","1.3","0.2","0","0.2","0","0"
"1","7","4","0","0","0.3","1.3","0.2","0","0.3","0","0"
"1","7","5","0","0","0.3","1.1","0.2","0","0.3","0","0"
"1","7","6","0","0","0.2","1","0.2","0","0.2","0","0"
"1","7","7","0","0","0.2","0.9","0.2","0","0.2","0","0"
"1","7","8","0","0","0.4","0.9","0.2","0","0","0","0"
"1","7","9","0","5","1.2","1.1","0.2","4.631","1.337","14.267","0"
"1","7","10","2","100","1.9","1.2","0.2","106.355","4.99","375.577","346.414"
"1","7","11","13","148","2.5","1.3","0.2","170.147","7.333","607.843","570.45"
"1","7","12","35","168","2.9","1.4","0.2","210.208","8.736","752.992","710.457"
"1","7","13","41","153","2.9","1.2","0.2","212.256","9.074","757.821","715.114"
"1","7","14","0","5","2.1","0.7","0.2","4.632","2.252","14.336","0"
"1","7","15","205","39","0.8","0.8","0.2","119.107","3.982","257.291","232.32"
"1","7","16","0","0","0.1","1","0.2","0","0.1","0","0"
"1","7","17","0","0","-0.1","1","0.2","0","-0.1","0","0"
"1","7","18","0","0","-0.1","1.1","0.2","0","-0.1","0","0"
"1","7","19","0","0","-0.1","1.1","0.2","0","-0.1","0","0"
"1","7","20","0","0","-0.1","1.2","0.2","0","-0.1","0","0"
"1","7","21","0","0","-0.2","1.2","0.2","0","-0.2","0","0"
"1","7","22","0","0","-0.2","1.2","0.2","0","-0.2","0","0"
"1","7","23","0","0","-0.1","1.3","0.2","0","-0.1","0","0"
"1","8","0","0","0","0.2","1.5","0.2","0","0.2","0","0"
"1","8","1","0","0","0.4","1.8","0.2","0","0.4","0","0"
"1","8","2","0","0","0.5","1.9","0.2","0","0.5","0","0"
"1","8","3","0","0","0.7","2","0.2","0","0.7","0","0"
"1","8","4","0","0","1","2","0.2","0","1","0","0"
"1","8","5","0","0","1.3","2.2","0.2","0","1.3","0","0"
"1","8","6","0","0","1.7","2.4","0.2","0","1.7","0","0"
"1","8","7","0","0","2.2","2.6","0.2","0","2.2","0","0"
"1","8","8","0","0","2.8","2.9","0.2","0","0","0","0"
"1","8","9","0","10","3.4","3","0.2","9.268","3.587","29.161","12.273"
"1","8","10","7","79","3.7","3","0.2","82.663","5.374","289.215","263.113"
"1","8","11","9","97","3.7","3","0.2","102.507","5.779","362.355","333.661"
"1","8","12","0","41","3.6","2.9","0.2","38.1","4.386","130.276","109.805"
"1","8","13","8","92","3.4","2.9","0.2","97.867","5.417","345.041","316.96"
"1","8","14","0","25","3.1","2.9","0.2","23.209","3.576","76.692","58.121"
"1","8","15","0","8","3","3","0.2","7.415","3.133","16.323","0"
"1","8","16","0","0","2.9","3.1","0.2","0","2.9","0","0"
"1","8","17","0","0","2.9","3.1","0.2","0","2.9","0","0"
"1","8","18","0","0","3","3.2","0.2","0","3","0","0"
"1","8","19","0","0","3","3.1","0.2","0","3","0","0"
"1","8","20","0","0","3.1","3.1","0.2","0","3.1","0","0"
"1","8","21","0","0","3.2","3","0.2","0","3.2","0","0"
"1","8","22","0","0","3.3","2.9","0.2","0","3.3","0","0"
"1","8","23","0","0","3.4","3","0.2","0","3.4","0","0"
"1","9","0","0","0","3.5","2.9","0.2","0","3.5","0","0"
"1","9","1","0","0","3.5","2.9","0.2","0","3.5","0","0"
"1","9","2","0","0","3.6","2.8","0.2","0","3.6","0","0"
"1","9","3","0","0","3.5","2.7","0.2","0","3.5","0","0"
"1","9","4","0","0","3.5","2.6","0.2","0","3.5","0","0"
"1","9","5","0","0","3.4","2.6","0.2","0","3.4","0","0"
"1","9","6","0","0","3.3","2.4","0.2","0","3.3","0","0"
"1","9","7","0","0","3.1","2.2","0.2","0","3.1","0","0"
"1","9","8","0","0","3.5","2.3","0.2","0","0","0","0"
"1","9","9","254","50","4.5","2.4","0.2","170.492","8.313","587.919","551.233"
"1","9","10","0","8","5.4","2.3","0.2","7.415","5.57","23.411","6.727"
"1","9","11","9","137","6.1","2.1","0.2","152.186","9.737","536.798","501.923"
"1","9","12","0","9","6.5","2.1","0.2","8.345","6.699","26.456","9.664"
"1","9","13","0","27","6.6","2","0.2","25.065","7.211","83.043","64.246"
"1","9","14","0","22","6.1","1.8","0.2","20.417","6.616","66.279","48.077"
"1","9","15","0","12","5.1","1.4","0.2","11.131","5.38","26.366","9.578"
"1","9","16","0","0","4.8","1.7","0.2","0","4.8","0","0"
"1","9","17","0","0","4.9","2.1","0.2","0","4.9","0","0"
"1","9","18","0","0","4.8","2.6","0.2","0","4.8","0","0"
"1","9","19","0","0","4.8","3.1","0.2","0","4.8","0","0"
"1","9","20","0","0","4.8","3.5","0.2","0","4.8","0","0"
"1","9","21","0","0","4.5","3.5","0.2","0","4.5","0","0"
"1","9","22","0","0","4.4","3.5","0.2","0","4.4","0","0"
"1","9","23","0","0","4.5","3.9","0.2","0","4.5","0","0"
"1","10","0","0","0","4.8","3.9","0.2","0","4.8","0","0"
"1","10","1","0","0","4.9","3.8","0.2","0","4.9","0","0"
"1","10","2","0","0","5","4","0.2","0","5","0","0"
"1","10","3","0","0","5.2","4.3","0.2","0","5.2","0","0"
"1","10","4","0","0","5.3","4.5","0.2","0","5.3","0","0"
"1","10","5","0","0","5.3","4.7","0.2","0","5.3","0","0"
"1","10","6","0","0","5.4","4.9","0.2","0","5.4","0","0"
"1","10","7","0","0","5.5","5.1","0.2","0","5.5","0","0"
"1","10","8","61","11","5.7","5.4","0.2","24.547","5.991","48.218","30.655"
"1","10","9","384","44","6.1","5.7","0.2","216.535","9.093","749.825","707.401"
"1","10","10","535","62","6.4","6.1","0.2","372.06","11.379","1357.599","1293.639"
"1","10","11","607","71","6.8","6.4","0.2","458.642","12.747","1677.206","1601.922"
"1","10","12","594","78","7","6.7","0.2","463.448","12.822","1694.169","1618.284"
"1","10","13","531","80","7.1","6.7","0.2","401.199","12.136","1462.955","1395.263"
"1","10","14","421","69","7","6.7","0.2","285.693","10.559","1011.225","959.539"
"1","10","15","214","43","6.8","6.6","0.2","130.365","8.296","340.762","312.833"
"1","10","16","0","0","6.8","6.6","0.2","0","6.8","0","0"
"1","10","17","0","0","7","6.7","0.2","0","7","0","0"
"1","10","18","0","0","7.2","6.7","0.2","0","7.2","0","0"
"1","10","19","0","0","7.3","6.8","0.2","0","7.3","0","0"
"1","10","20","0","0","7.3","7","0.2","0","7.3","0","0"
"1","10","21","0","0","7.3","7.1","0.2","0","7.3","0","0"
"1","10","22","0","0","7.4","7.3","0.2","0","7.4","0","0"
"1","10","23","0","0","7.5","7.5","0.2","0","7.5","0","0"
"1","11","0","0","0","7.6","7.7","0.2","0","7.6","0","0"
"1","11","1","0","0","7.7","7.9","0.2","0","7.7","0","0"
"1","11","2","0","0","7.8","8","0.2","0","7.8","0","0"
"1","11","3","0","0","7.9","8.1","0.2","0","7.9","0","0"
"1","11","4","0","0","8.1","8.2","0.2","0","8.1","0","0"
"1","11","5","0","0","8.2","8.2","0.2","0","8.2","0","0"
"1","11","6","0","0","8.4","7.9","0.2","0","8.4","0","0"
"1","11","7","0","0","8.7","7.4","0.2","0","8.7","0","0"
"1","11","8","3","8","9","6.4","0.2","7.864","9.085","14.933","0"
"1","11","9","199","57","9.2","5.3","0.2","152.416","11.411","518.892","484.651"
"1","11","10","446","76","9.6","4.6","0.2","339.359","15.043","1217.769","1158.764"
"1","11","11","585","79","9.8","4.3","0.2","455.689","17.422","1637.276","1563.407"
"1","11","12","643","76","9.5","4.3","0.2","491.835","17.728","1768.232","1689.722"
"1","11","13","637","70","9","3.7","0.2","450.704","17.217","1618.658","1545.448"
"1","11","14","570","56","7.9","2.6","0.2","340.098","15.277","1190.432","1132.396"
"1","11","15","378","37","5.4","1.6","0.2","171.037","9.566","461.703","429.489"
"1","11","16","0","0","3.5","1.5","0.2","0","3.5","0","0"
"1","11","17","0","0","2.8","1.5","0.2","0","2.8","0","0"
"1","11","18","0","0","2.2","1.5","0.2","0","2.2","0","0"
"1","11","19","0","0","1.7","1.4","0.2","0","1.7","0","0"
"1","11","20","0","0","1.2","1.3","0.2","0","1.2","0","0"
"1","11","21","0","0","1","1.2","0.2","0","1","0","0"
"1","11","22","0","0","1.3","1.1","0.2","0","1.3","0","0"
"1","11","23","0","0","1.1","1","0.2","0","1.1","0","0"
"1","12","0","0","0","0.6","1","0.2","0","0.6","0","0"
"1","12","1","0","0","0.2","1","0.2","0","0.2","0","0"
"1","12","2","0","0","-0.1","1","0.2","0","-0.1","0","0"
"1","12","3","0","0","-0.7","1.3","0.2","0","-0.7","0","0"
"1","12","4","0","0","0.3","2","0.2","0","0.3","0","0"
"1","12","5","0","0","1.3","2.9","0.2","0","1.3","0","0"
"1","12","6","0","0","1.3","2.8","0.2","0","1.3","0","0"
"1","12","7","0","0","1.7","2.9","0.2","0","1.7","0","0"
"1","12","8","0","2","2.6","3.1","0.2","1.851","2.631","3.41","0"
"1","12","9","0","17","3.9","3.3","0.2","15.769","4.202","50.805","33.151"
"1","12","10","0","30","5","3.7","0.2","27.857","5.505","93.299","74.139"
"1","12","11","0","35","5.9","4.1","0.2","32.511","6.456","109.511","89.776"
"1","12","12","0","38","6.5","4.4","0.2","35.305","7.079","119.035","98.963"
"1","12","13","0","35","6.3","4.3","0.2","32.511","6.841","109.16","89.438"
"1","12","14","0","27","5.2","3.7","0.2","25.069","5.653","82.678","63.894"
"1","12","15","0","22","3.6","3.2","0.2","20.445","3.98","56.913","39.042"
"1","12","16","0","0","2.9","3.4","0.2","0","2.9","0","0"
"1","12","17","0","0","3.5","3.8","0.2","0","3.5","0","0"
"1","12","18","0","0","3.8","3.8","0.2","0","3.8","0","0"
"1","12","19","0","0","4.1","3.6","0.2","0","4.1","0","0"
"1","12","20","0","0","4.2","3.6","0.2","0","4.2","0","0"
"1","12","21","0","0","4.3","3.6","0.2","0","4.3","0","0"
"1","12","22","0","0","4.4","3.7","0.2","0","4.4","0","0"
"1","12","23","0","0","4.3","3.7","0.2","0","4.3","0","0"
"1","13","0","0","0","4.1","3.6","0.2","0","4.1","0","0"
"1","13","1","0","0","4.1","3.7","0.2","0","4.1","0","0"
"1","13","2","0","0","4.2","3.6","0.2","0","4.2","0","0"
"1","13","3","0","0","4.4","3.6","0.2","0","4.4","0","0"
"1","13","4","0","0","4.8","3.7","0.2","0","4.8","0","0"
"1","13","5","0","0","5.2","3.7","0.2","0","5.2","0","0"
"1","13","6","0","0","5.5","3.8","0.2","0","5.5","0","0"
"1","13","7","0","0","5.7","3.9","0.2","0","5.7","0","0"
"1","13","8","0","2","5.9","3.9","0.2","1.851","5.927","3.349","0"
"1","13","9","0","11","6.3","4.1","0.2","10.197","6.473","31.92","14.934"
"1","13","10","39","129","6.6","4.2","0.2","172.521","9.51","611.345","573.829"
"1","13","11","0","72","6.8","4.4","0.2","68.528","7.924","236.422","212.19"
"1","13","12","5","134","6.9","4.4","0.2","143.595","9.256","506.536","472.733"
"1","13","13","38","136","6.7","4.6","0.2","179.402","9.567","637.396","598.956"
"1","13","14","412","76","6.5","4.7","0.2","292.961","11.111","1040.424","987.703"
"1","13","15","0","7","6.3","4.6","0.2","6.486","6.399","17.423","0.951"
"1","13","16","0","0","6.2","4.7","0.2","0","6.2","0","0"
"1","13","17","0","0","6.1","4.6","0.2","0","6.1","0","0"
"1","13","18","0","0","6.1","4.4","0.2","0","6.1","0","0"
"1","13","19","0","0","6.1","4.4","0.2","0","6.1","0","0"
"1","13","20","0","0","6","4.4","0.2","0","6","0","0"
"1","13","21","0","0","5.7","4.4","0.2","0","5.7","0","0"
"1","13","22","0","0","5.3","4.1","0.2","0","5.3","0","0"
"1","13","23","0","0","5","3.8","0.2","0","5","0","0"
"1","14","0","0","0","5","3.8","0.2","0","5","0","0"
"1","14","1","0","0","5.2","3.8","0.2","0","5.2","0","0"
"1","14","2","0","0","5.6","4","0.2","0","5.6","0","0"
"1","14","3","0","0","6","4.2","0.2","0","6","0","0"
"1","14","4","0","0","6.3","4.2","0.2","0","6.3","0","0"
"1","14","5","0","0","6.3","4","0.2","0","6.3","0","0"
"1","14","6","0","0","6.1","3.8","0.2","0","6.1","0","0"
"1","14","7","0","0","6.3","3.9","0.2","0","6.3","0","0"
"1","14","8","0","4","6.7","4","0.2","3.704","6.754","6.906","0"
"1","14","9","0","6","7.2","4.1","0.2","5.559","7.295","16.869","0.417"
"1","14","10","0","11","7.8","4.3","0.2","10.199","7.97","32.347","15.346"
"1","14","11","0","5","8.3","4.4","0.2","4.635","8.376","14.182","0"
"1","14","12","0","5","8.6","4.6","0.2","4.636","8.674","14.163","0"
"1","14","13","0","8","8.5","4.4","0.2","7.417","8.622","23.145","6.471"
"1","14","14","93","117","8","4.1","0.2","189.241","11.229","661.828","622.522"
"1","14","15","0","6","7.5","3.8","0.2","5.558","7.596","15.065","0"
"1","14","16","0","0","7.1","3.7","0.2","0","7.1","0","0"
"1","14","17","0","0","7.1","3.6","0.2","0","7.1","0","0"
"1","14","18","0","0","7","3.5","0.2","0","7","0","0"
"1","14","19","0","0","7","3.5","0.2","0","7","0","0"
"1","14","20","0","0","6.9","3.3","0.2","0","6.9","0","0"
"1","14","21","0","0","6.8","3.4","0.2","0","6.8","0","0"
"1","14","22","0","0","6.6","3.3","0.2","0","6.6","0","0"
"1","14","23","0","0","6.3","3.2","0.2","0","6.3","0","0"
"1","15","0","0","0","6.1","3.1","0.2","0","6.1","0","0"
"1","15","1","0","0","6.1","3.2","0.2","0","6.1","0","0"
"1","15","2","0","0","6.4","3.5","0.2","0","6.4","0","0"
"1","15","3","0","0","6.7","3.7","0.2","0","6.7","0","0"
"1","15","4","0","0","6.8","3.9","0.2","0","6.8","0","0"
"1","15","5","0","0","6.8","3.9","0.2","0","6.8","0","0"
"1","15","6","0","0","6.6","4","0.2","0","6.6","0","0"
"1","15","7","0","0","6.4","4","0.2","0","6.4","0","0"
"1","15","8","0","4","6.5","3.9","0.2","3.704","6.555","6.913","0"
"1","15","9","0","3","7","4","0.2","2.778","7.048","8.174","0"
"1","15","10","0","3","7.5","4","0.2","2.78","7.548","8.31","0"
"1","15","11","0","5","7.9","4.3","0.2","4.635","7.977","14.212","0"
"1","15","12","0","68","8.1","4.4","0.2","63.998","9.15","219.174","195.553"
"1","15","13","0","9","8.1","4.3","0.2","8.345","8.239","26.238","9.454"
"1","15","14","0","6","7.7","3.9","0.2","5.56","7.798","17.014","0.557"
"1","15","15","0","11","6.8","3.7","0.2","10.199","6.979","29.047","12.164"
"1","15","16","0","0","5.6","3.6","0.2","0","5.6","0","0"
"1","15","17","0","0","5.1","3.6","0.2","0","5.1","0","0"
"1","15","18","0","0","4.9","3.8","0.2","0","4.9","0","0"
"1","15","19","0","0","4.8","3.9","0.2","0","4.8","0","0"
"1","15","20","0","0","4.7","3.9","0.2","0","4.7","0","0"
"1","15","21","0","0","4.6","3.6","0.2","0","4.6","0","0"
"1","15","22","0","0","4.4","3.4","0.2","0","4.4","0","0"
"1","15","23","0","0","4.4","3.4","0.2","0","4.4","0","0"
"1","16","0","0","0","4.6","3.5","0.2","0","4.6","0","0"
"1","16","1","0","0","4.9","3.7","0.2","0","4.9","0","0"
"1","16","2","0","0","5.2","3.9","0.2","0","5.2","0","0"
"1","16","3","0","0","5.4","4","0.2","0","5.4","0","0"
"1","16","4","0","0","5.6","4","0.2","0","5.6","0","0"
"1","16","5","0","0","5.8","4","0.2","0","5.8","0","0"
"1","16","6","0","0","6","4","0.2","0","6","0","0"
"1","16","7","0","0","6.2","4.3","0.2","0","6.2","0","0"
